# minimal_valid_fraction ::  30.00
# using only more than 50% sea points from land/sea mask in CMIP6/cmip6masks/lsm_cmip6_192x144_best.nc
# operating on ACCESS-CM2 output prepared for CMIP6
# <a href=http://climexp.knmi.nl/select.cgi?field=cmip6_tas_mon_modmean_ssp585>climexp.knmi.nl/select.cgi?field=cmip6_tas_mon_modmean_ssp585</a>
# file :: CMIP6/monthly/tas/tas_mon_mod_ssp585_192_ave.nc
# title :: spatial statistic of ACCESS-CM2 output prepared for CMIP6
# cdi :: Climate Data Interface version ?? (http://mpimet.mpg.de/cdi)
# source :: ACCESS-CM2 (2019): \naerosol: UKCA-GLOMAP-mode\natmos: MetUM-HadGEM3-GA7.1 (N96; 192 x 144 longitude/latitude; 85 levels; top level 85 km)\natmosChem: none\nland: CABLE2.5\nlandIce: none\nocean: ACCESS-OM2 (GFDL-MOM5, tripolar primarily 1deg; 360 x 300 longitude/latitude; 50 levels; top grid cell 0-10 m)\nocnBgchem: none\nseaIce: CICE5.1.2 (same grid a
# institution :: KNMI Climate Explorer and CSIRO (Commonwealth Scientific and Industrial Research Organisation, Aspendale, Victoria 3195, Australia), ARCCSS (Australian Research Council Centre of Excellence for Climate System Science)
# activity_id :: CMIP
# branch_method :: standard
# creation_date :: 2019-11-08T06:41:46Z
# data_specs_version :: 01.00.30
# experiment :: all-forcing simulation of the recent past
# experiment_id :: historical
# external_variables :: areacella
# forcing_index ::                1
# frequency :: mon
# further_info_url :: https://furtherinfo.es-doc.org/CMIP6.CSIRO-ARCCSS.ACCESS-CM2.historical.none.r1i1p1f1
# grid :: native atmosphere N96 grid (144x192 latxlon)
# grid_label :: gn
# initialization_index ::                1
# institution_id :: CSIRO-ARCCSS
# mip_era :: CMIP6
# nominal_resolution :: 250 km
# notes :: Exp: CM2-historical; Local ID: bj594; Variable: tas (['fld_s03i236'])
# parent_activity_id :: CMIP
# parent_experiment_id :: piControl
# parent_mip_era :: CMIP6
# parent_source_id :: ACCESS-CM2
# parent_time_units :: days since 0950-01-01
# parent_variant_label :: r1i1p1f1
# physics_index ::                1
# product :: model-output
# realization_index ::                1
# realm :: atmos
# run_variant :: forcing: GHG, Oz, SA, Sl, Vl, BC, OC, (GHG = CO2, N2O, CH4, CFC11, CFC12, CFC113, HCFC22, HFC125, HFC134a)
# source_id :: ACCESS-CM2
# source_type :: AOGCM
# sub_experiment :: none
# sub_experiment_id :: none
# table_id :: Amon
# table_info :: Creation Date:(30 April 2019) MD5:e14f55f257cceafb2523e41244962371
# variable_id :: tas
# variant_label :: r1i1p1f1
# version :: v20191108
# cmor_version :: 3.4.0
# tracking_id :: hdl:21.14100/d893128b-e107-4dcc-b543-46c77896f295
# license :: CMIP6 model data produced by CSIRO is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License (https://creativecommons.org/licenses/).  Consult https://pcmdi.llnl.gov/CMIP6/TermsOfUse for terms of use governing CMIP6 output, including citation requirements and proper acknowledgment.  Further information about this data, including some limitations, can be found via the further_info_url (recorded as a global attribute in this file).  The data producers and data providers make no warranty, either express or implied, including, but not limited to, warranties of merchantability and fitness for a particular purpose. All liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law.
# cmip6-ng :: \ncontact = cmip6-archive@env.ethz.ch\ndescription = ETH Zurich CMIP6 "next generation" (ng) archive.\ndisclaimer = This dataset is provided "as is", without warranty of any kind.\nfixes = delete latitude bounds; delete longitude bounds; delete time bounds, re-define time unit\ngit = 2020-01-17 18:00:44 git@git.iac.ethz.ch:cmip6-ng/cmip6-ng.git: master v1.5-18-g35c2064\nownership = The ownership of this dataset remains with the original provider\nunfixed_is
# original_file_names :: /net/atmos/data/cmip6/historical/Amon/tas/ACCESS-CM2/r1i1p1f1/gn/tas_Amon_ACCESS-CM2_historical_r1i1p1f1_gn_185001-201412.nc
# original_file_hash_codes :: 3e106e8430f04cd2b260a7230b1e461ccebdda338d09e3f07e8497678c5c6f0f
# nco :: 4.7.2
# cdo :: Climate Data Operators version 1.9.3 (http://mpimet.mpg.de/cdo)
# scripturl01 :: http://climexp.knmi.nl/get_index.cgi?email=someone@somewhere&field=cmip6_tas_mon_modmean_ssp585&gridpoints=false&intertype=nearest&lat1=5&lat2=-5&lon1=150&lon2=120&masktype=5sea&minfac=30&standardunits=standardunits
# history ::  2023-04-24  8:03:21 bin/get_index CMIP6/monthly/tas/tas_mon_mod_ssp585_192_ave.nc 150 120 5 -5 dipole no minfac 30 nearest lsmask CMIP6/cmip6masks/lsm_cmip6_192x144_best.nc 5sea standardunits cmip6_tas_mon_modmean_ssp585_150-120E_5--5N_n_5sea_su\nThu Jun 24 20:37:09 2021: cdo -r -f nc4 -z zip ensmean tas_mon_mod_ssp585_192_000.nc tas_mon_mod_ssp585_192_001.nc tas_mon_mod_ssp585_192_002.nc tas_mon_mod_ssp585_192_003.nc tas_mon_mod_ssp585_192_004.nc tas_mon_mod_ssp585_192_005.nc tas_mon_mod_ssp585_192_006.nc tas_mon_mod_ssp585_192_007.nc tas_mon_mod_ssp585_192_008.nc tas_mon_mod_ssp585_192_009.nc tas_mon_mod_ssp585_192_010.nc tas_mon_mod_ssp585_192_011.nc tas_mon_mod_ssp585_192_012.nc tas_mon_mod_ssp585_192_013.nc tas_mon_mod_ssp585_192_014.nc tas_mon_mod_ssp585_192_015.nc tas_mon_mod_ssp585_192_016.nc tas_mon_mod_ssp585_192_017.nc tas_mon_mod_ssp585_192_018.nc tas_mon_mod_ssp585_192_019.nc tas_mon_mod_ssp585_192_020.nc tas_mon_mod_ssp585_192_021.nc tas_mon_mod_ssp585_192_022.nc tas_mon_mod_ssp585_192_023.nc tas_mon_mod_ssp585_192_024.nc tas_mon_mod_ssp585_192_025.nc tas_mon_mod_ssp585_192_026.nc tas_mon_mod_ssp585_192_027.nc tas_mon_mod_ssp585_192_028.nc tas_mon_mod_ssp585_192_029.nc tas_mon_mod_ssp585_192_030.nc tas_mon_mod_ssp585_192_031.nc tas_mon_mod_ssp585_192_032.nc tas_mon_mod_ssp585_192_033.nc tas_mon_mod_ssp585_192_034.nc tas_mon_mod_ssp585_192_035.nc tas_mon_mod_ssp585_192_036.nc tas_mon_mod_ssp585_192_037.nc tas_mon_mod_ssp585_192_ave.nc\nThu Jun 24 08:58:05 2021: ncks -v tas tas_mon_ACCESS-CM2_ssp585_192_ave.nc tmptas_mon_ACCESS-CM2_ssp585_192_ave.nc\nMon Jun 21 22:00:05 2021: cdo -r -f nc4 -z zip ensmean tas_mon_ACCESS-CM2_ssp585_192_000.nc tas_mon_ACCESS-CM2_ssp585_192_001.nc tas_mon_ACCESS-CM2_ssp585_192_002.nc tas_mon_ACCESS-CM2_ssp585_192_ave.nc\nFri Jun 18 19:44:46 2021: cdo -r -f nc4 -z zip remapbil,r192x144 tas_mon_ACCESS-CM2_historical+ssp585_r1i1p1f1_CEmerged_ETH_native.nc /home/oldenbor/climexp_data/CMIP6/monthly/tas/tas_mon_ACCESS-CM2_ssp585_r1i1p1f1_192_000.nc\n2019-11-08T06:41:46Z ; CMOR rewrote data to be consistent with CMIP6, CF-1.7 CMIP-6.2 and CF standards.
# ave_region :: lon= -210.938  120.938, lat=   -5.000    5.000
# averaging anomalies over region lon= -210.938  120.938, lat=   -5.000    5.000
# tas [Celsius] Near-Surface Air Temperature
 1850   26.04587       26.22250       26.50452       26.75333       26.63321       26.19373       25.71005       25.37231       25.30347       25.47876       25.71310       25.86346    
 1851   25.96475       26.16983       26.48587       26.73795       26.64697       26.22296       25.71033       25.36508       25.30707       25.47922       25.72699       25.90860    
 1852   26.01456       26.19864       26.48892       26.75473       26.63977       26.19437       25.69879       25.34760       25.31589       25.48669       25.72986       25.89041    
 1853   26.00259       26.21359       26.50223       26.74731       26.67044       26.21725       25.70261       25.38235       25.32294       25.49823       25.73697       25.90042    
 1854   26.01736       26.22845       26.51639       26.78909       26.66864       26.22583       25.74368       25.40463       25.32684       25.49442       25.72571       25.88470    
 1855   26.01654       26.18686       26.47632       26.74982       26.63815       26.21823       25.71829       25.37085       25.32404       25.49374       25.73193       25.90671    
 1856   26.00040       26.19479       26.50189       26.75458       26.63477       26.18777       25.69781       25.37149       25.31497       25.48987       25.71707       25.90378    
 1857   26.04669       26.24979       26.54297       26.80338       26.68799       26.23849       25.76181       25.40479       25.33649       25.50870       25.75159       25.90424    
 1858   25.99957       26.18091       26.47540       26.73029       26.62405       26.19559       25.71445       25.36328       25.32980       25.50543       25.74203       25.91272    
 1859   26.03531       26.21091       26.53040       26.80145       26.69992       26.24289       25.74466       25.41565       25.37057       25.55527       25.78607       25.94312    
 1860   26.04697       26.20813       26.47684       26.71185       26.58176       26.13098       25.65320       25.32709       25.28314       25.46161       25.69986       25.85291    
 1861   25.95322       26.16724       26.46652       26.71277       26.60818       26.17001       25.67822       25.31888       25.25348       25.41681       25.64648       25.80200    
 1862   25.94391       26.13937       26.43533       26.67203       26.54141       26.07886       25.58725       25.26389       25.20584       25.36533       25.59253       25.73932    
 1863   25.85730       26.05890       26.42981       26.68448       26.60382       26.16940       25.69492       25.33563       25.28604       25.44156       25.68369       25.86111    
 1864   25.97562       26.17010       26.48163       26.72119       26.61096       26.20200       25.72433       25.41284       25.37161       25.55127       25.80652       25.94501    
 1865   26.07596       26.27734       26.57709       26.82108       26.72141       26.28027       25.77884       25.42285       25.35400       25.53354       25.77585       25.92737    
 1866   26.06100       26.23160       26.52496       26.76053       26.65955       26.21213       25.70374       25.35046       25.30408       25.46655       25.71011       25.87601    
 1867   25.98059       26.15244       26.45520       26.70697       26.57990       26.13495       25.66650       25.33273       25.27252       25.43164       25.69702       25.87268    
 1868   25.99344       26.19376       26.50195       26.76407       26.66171       26.25543       25.77005       25.45151       25.39438       25.56451       25.80377       25.94199    
 1869   26.10059       26.28879       26.56403       26.79642       26.65823       26.19861       25.70831       25.35547       25.29419       25.47418       25.70108       25.84833    
 1870   25.96042       26.16409       26.46124       26.69205       26.61960       26.18582       25.70963       25.38263       25.34161       25.49673       25.74332       25.91843    
 1871   26.05423       26.25632       26.54993       26.80762       26.69312       26.27094       25.77335       25.43567       25.39047       25.57123       25.82245       26.00381    
 1872   26.11960       26.30499       26.60117       26.83847       26.72281       26.27051       25.76282       25.40250       25.33322       25.48041       25.71545       25.85440    
 1873   25.96567       26.13333       26.45398       26.69635       26.59711       26.16223       25.69135       25.35629       25.33981       25.49634       25.72714       25.89960    
 1874   26.02310       26.22433       26.52325       26.78772       26.68179       26.23328       25.72955       25.38922       25.33798       25.52136       25.75366       25.90454    
 1875   26.00867       26.19247       26.50726       26.76263       26.64087       26.19748       25.70737       25.36255       25.30792       25.47864       25.70175       25.86087    
 1876   25.97296       26.15918       26.47641       26.72653       26.63199       26.22031       25.75348       25.42004       25.38721       25.55890       25.80173       25.97040    
 1877   26.09131       26.29785       26.61401       26.87640       26.76523       26.32349       25.82520       25.49594       25.43839       25.60956       25.85120       26.00302    
 1878   26.10593       26.26483       26.53122       26.78546       26.64621       26.20651       25.70932       25.35223       25.31070       25.47021       25.69678       25.84006    
 1879   25.95709       26.13538       26.43759       26.70578       26.61136       26.17813       25.72418       25.40613       25.36057       25.53903       25.77161       25.95706    
 1880   26.06799       26.24503       26.56973       26.82306       26.70511       26.26456       25.78577       25.45956       25.41348       25.56812       25.82474       25.97336    
 1881   26.08099       26.25232       26.54977       26.79147       26.66916       26.21942       25.73499       25.38983       25.32077       25.47754       25.71255       25.86716    
 1882   25.98221       26.17758       26.49115       26.76215       26.67337       26.27286       25.80054       25.47836       25.43643       25.59265       25.83673       25.98294    
 1883   26.07916       26.25928       26.55237       26.80255       26.68750       26.21960       25.72000       25.34894       25.19147       25.22452       25.36719       25.47641    
 1884   25.59280       25.77792       26.08453       26.34308       26.29974       25.93286       25.51675       25.20789       25.15448       25.30765       25.54352       25.67978    
 1885   25.80087       25.96100       26.23145       26.49911       26.38089       25.96896       25.50970       25.16547       25.12296       25.28894       25.53128       25.69608    
 1886   25.79147       25.96991       26.27692       26.55563       26.45618       26.03262       25.57962       25.27396       25.23520       25.40570       25.64597       25.77686    
 1887   25.88940       26.03516       26.33966       26.59497       26.48846       26.07205       25.60989       25.27820       25.24268       25.41220       25.67932       25.84146    
 1888   25.97528       26.19696       26.53412       26.78638       26.67606       26.24405       25.76889       25.42715       25.39014       25.55005       25.79150       25.95013    
 1889   26.06039       26.20816       26.49133       26.72226       26.58908       26.12305       25.62701       25.28903       25.25317       25.42618       25.66101       25.81491    
 1890   25.91116       26.09387       26.39468       26.65265       26.56775       26.14731       25.66162       25.32040       25.30566       25.47226       25.71820       25.87433    
 1891   26.00150       26.16458       26.46344       26.71268       26.64804       26.21533       25.74045       25.40823       25.36298       25.53949       25.76575       25.93030    
 1892   26.04306       26.21744       26.51031       26.76379       26.66620       26.22394       25.72345       25.37131       25.32584       25.49323       25.73560       25.91507    
 1893   26.02078       26.19873       26.47095       26.70551       26.60001       26.17627       25.69952       25.37723       25.33774       25.51907       25.77954       25.93027    
 1894   26.04364       26.24469       26.56049       26.79010       26.67993       26.23148       25.73700       25.41058       25.38098       25.56091       25.81955       25.98389    
 1895   26.09872       26.26462       26.54205       26.79153       26.65237       26.16492       25.67545       25.33215       25.28357       25.45822       25.69315       25.85132    
 1896   25.95035       26.12448       26.44376       26.69867       26.55920       26.11441       25.65820       25.32895       25.28262       25.47308       25.71408       25.85934    
 1897   25.98206       26.18039       26.47842       26.75751       26.69455       26.27304       25.82288       25.50027       25.45065       25.63092       25.87875       26.04474    
 1898   26.16556       26.37491       26.66812       26.90939       26.79117       26.32254       25.82925       25.46213       25.39667       25.54556       25.78107       25.94440    
 1899   26.05475       26.23083       26.51984       26.78418       26.67282       26.23306       25.74588       25.42056       25.37686       25.54962       25.77905       25.92563    
 1900   26.03241       26.20401       26.51340       26.76385       26.67572       26.24725       25.76395       25.41882       25.39001       25.57639       25.80316       25.97195    
 1901   26.08380       26.26422       26.57324       26.84097       26.74490       26.31677       25.85019       25.48981       25.41519       25.58621       25.83398       25.99612    
 1902   26.11011       26.28598       26.57556       26.79111       26.69293       26.25275       25.74493       25.40442       25.34778       25.49081       25.68210       25.79578    
 1903   25.86508       26.01245       26.33459       26.60507       26.54434       26.15625       25.73535       25.44910       25.43994       25.63284       25.89865       26.04602    
 1904   26.11594       26.28323       26.55545       26.80576       26.67520       26.19217       25.71072       25.38806       25.33054       25.48853       25.71042       25.85577    
 1905   25.96594       26.16180       26.45950       26.73596       26.61075       26.15707       25.65253       25.30695       25.27869       25.45251       25.69128       25.84842    
