# using only more than 50% sea points from land/sea mask in CMIP6/cmip6masks/lsm_cmip6_192x144_best.nc
# operating on ACCESS-CM2 output prepared for CMIP6
# <a href=http://climexp.knmi.nl/select.cgi?field=cmip6_psl_mon_modmean_ssp585>climexp.knmi.nl/select.cgi?field=cmip6_psl_mon_modmean_ssp585</a>
# averaging anomalies over region lon=  130.312  150.938, lat=   -5.000    5.000
# file :: ./data/icmip6_psl_mon_modmean_ssp585_130-150E_-5-5N_n_5sea.dat
# description :: modmean1 ssp585 psl 130-150E -5-5N 5sea
# minimal_valid_fraction ::  30.00
# olderfile :: CMIP6/monthly/psl/psl_mon_mod_ssp585_192_ave.nc
# cdi :: Climate Data Interface version ?? (http://mpimet.mpg.de/cdi)
# source :: ACCESS-CM2 (2019): \naerosol: UKCA-GLOMAP-mode\natmos: MetUM-HadGEM3-GA7.1 (N96; 192 x 144 longitude/latitude; 85 levels; top level 85 km)\natmosChem: none\nland: CABLE2.5\nlandIce: none\nocean: ACCESS-OM2 (GFDL-MOM5, tripolar primarily 1deg; 360 x 300 longitude/latitude; 50 levels; top grid cell 0-10 m)\nocnBgchem: none\nseaIce: CICE5.1.2 (same grid a
# institution :: KNMI Climate Explorer and CSIRO (Commonwealth Scientific and Industrial Research Organisation, Aspendale, Victoria 3195, Australia), ARCCSS (Australian Research Council Centre of Excellence for Climate System Science)
# activity_id :: CMIP
# branch_method :: standard
# creation_date :: 2019-11-08T07:27:00Z
# data_specs_version :: 01.00.30
# experiment :: all-forcing simulation of the recent past
# experiment_id :: historical
# external_variables :: areacella
# forcing_index ::                1
# frequency :: mon
# further_info_url :: https://furtherinfo.es-doc.org/CMIP6.CSIRO-ARCCSS.ACCESS-CM2.historical.none.r1i1p1f1
# grid :: native atmosphere N96 grid (144x192 latxlon)
# grid_label :: gn
# initialization_index ::                1
# institution_id :: CSIRO-ARCCSS
# mip_era :: CMIP6
# nominal_resolution :: 250 km
# notes :: Exp: CM2-historical; Local ID: bj594; Variable: psl (['fld_s16i222'])
# parent_activity_id :: CMIP
# parent_experiment_id :: piControl
# parent_mip_era :: CMIP6
# parent_source_id :: ACCESS-CM2
# parent_time_units :: days since 0950-01-01
# parent_variant_label :: r1i1p1f1
# physics_index ::                1
# product :: model-output
# realization_index ::                1
# realm :: atmos
# run_variant :: forcing: GHG, Oz, SA, Sl, Vl, BC, OC, (GHG = CO2, N2O, CH4, CFC11, CFC12, CFC113, HCFC22, HFC125, HFC134a)
# source_id :: ACCESS-CM2
# source_type :: AOGCM
# sub_experiment :: none
# sub_experiment_id :: none
# table_id :: Amon
# table_info :: Creation Date:(30 April 2019) MD5:e14f55f257cceafb2523e41244962371
# variable_id :: psl
# variant_label :: r1i1p1f1
# version :: v20191108
# cmor_version :: 3.4.0
# tracking_id :: hdl:21.14100/a1800e71-ea08-453b-8263-64ee3efb6548
# license :: CMIP6 model data produced by CSIRO is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License (https://creativecommons.org/licenses/).  Consult https://pcmdi.llnl.gov/CMIP6/TermsOfUse for terms of use governing CMIP6 output, including citation requirements and proper acknowledgment.  Further information about this data, including some limitations, can be found via the further_info_url (recorded as a global attribute in this file).  The data producers and data providers make no warranty, either express or implied, including, but not limited to, warranties of merchantability and fitness for a particular purpose. All liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law.
# cmip6-ng :: \ncontact = cmip6-archive@env.ethz.ch\ndescription = ETH Zurich CMIP6 "next generation" (ng) archive.\ndisclaimer = This dataset is provided "as is", without warranty of any kind.\nfixes = delete latitude bounds; delete longitude bounds; delete time bounds, re-define time unit\ngit = 2020-01-17 18:00:44 git@git.iac.ethz.ch:cmip6-ng/cmip6-ng.git: master v1.5-18-g35c2064\nownership = The ownership of this dataset remains with the original provider\nunfixed_is
# original_file_names :: /net/atmos/data/cmip6/historical/Amon/psl/ACCESS-CM2/r1i1p1f1/gn/psl_Amon_ACCESS-CM2_historical_r1i1p1f1_gn_185001-201412.nc
# original_file_hash_codes :: 68115dbbad67180713be47523b09bf051ca88b6e672a037b35e96e4de2669f0c
# cdo :: Climate Data Operators version 1.9.3 (http://mpimet.mpg.de/cdo)
# scripturl01 :: http://climexp.knmi.nl/get_index.cgi?email=someone@somewhere&field=cmip6_psl_mon_modmean_ssp585&gridpoints=false&intertype=nearest&lat1=-5&lat2=5&lon1=130&lon2=150&masktype=5sea&minfac=30
# ave_region :: lon=  130.312  150.938, lat=   -5.000    5.000
# comment :: 
# title :: spatial statistic of ACCESS-CM2 output prepared for CMIP6
# history ::  2023-04-24 11:06:29 ./bin/plotdat anomal ./data/icmip6_psl_mon_modmean_ssp585_130-150E_-5-5N_n_5sea.dat\n 2023-04-24 11:06:28 dat2nc ./data/icmip6_psl_mon_modmean_ssp585_130-150E_-5-5N_n_5sea.dat i modmean1_ssp585_psl_130-150E_-5-5N_5sea ./data/icmip6_psl_mon_modmean_ssp585_130-150E_-5-5N_n_5sea.nc\n 2023-04-24 11:06:28 bin/get_index CMIP6/monthly/psl/psl_mon_mod_ssp585_192_ave.nc 130 150 -5 5 dipole no minfac 30 nearest lsmask CMIP6/cmip6masks/lsm_cmip6_192x144_best.nc 5sea cmip6_psl_mon_modmean_ssp585_130-150E_-5-5N_n_5sea\nThu Jun 24 18:22:47 2021: cdo -r -f nc4 -z zip ensmean psl_mon_mod_ssp585_192_000.nc psl_mon_mod_ssp585_192_001.nc psl_mon_mod_ssp585_192_002.nc psl_mon_mod_ssp585_192_003.nc psl_mon_mod_ssp585_192_004.nc psl_mon_mod_ssp585_192_005.nc psl_mon_mod_ssp585_192_006.nc psl_mon_mod_ssp585_192_007.nc psl_mon_mod_ssp585_192_008.nc psl_mon_mod_ssp585_192_009.nc psl_mon_mod_ssp585_192_010.nc psl_mon_mod_ssp585_192_011.nc psl_mon_mod_ssp585_192_012.nc psl_mon_mod_ssp585_192_013.nc psl_mon_mod_ssp585_192_014.nc psl_mon_mod_ssp585_192_015.nc psl_mon_mod_ssp585_192_016.nc psl_mon_mod_ssp585_192_017.nc psl_mon_mod_ssp585_192_018.nc psl_mon_mod_ssp585_192_019.nc psl_mon_mod_ssp585_192_020.nc psl_mon_mod_ssp585_192_021.nc psl_mon_mod_ssp585_192_022.nc psl_mon_mod_ssp585_192_023.nc psl_mon_mod_ssp585_192_024.nc psl_mon_mod_ssp585_192_025.nc psl_mon_mod_ssp585_192_026.nc psl_mon_mod_ssp585_192_027.nc psl_mon_mod_ssp585_192_028.nc psl_mon_mod_ssp585_192_029.nc psl_mon_mod_ssp585_192_030.nc psl_mon_mod_ssp585_192_031.nc psl_mon_mod_ssp585_192_032.nc psl_mon_mod_ssp585_192_033.nc psl_mon_mod_ssp585_192_034.nc psl_mon_mod_ssp585_192_035.nc psl_mon_mod_ssp585_192_036.nc psl_mon_mod_ssp585_192_037.nc psl_mon_mod_ssp585_192_ave.nc\nMon Jun 21 19:55:23 2021: cdo -r -f nc4 -z zip ensmean psl_mon_ACCESS-CM2_ssp585_192_000.nc psl_mon_ACCESS-CM2_ssp585_192_001.nc psl_mon_ACCESS-CM2_ssp585_192_002.nc psl_mon_ACCESS-CM2_ssp585_192_ave.nc\nFri Jun 18 12:29:06 2021: cdo -r -f nc4 -z zip remapbil,r192x144 psl_mon_ACCESS-CM2_historical+ssp585_r1i1p1f1_CEmerged_ETH_native.nc /home/oldenbor/climexp_data/CMIP6/monthly/psl/psl_mon_ACCESS-CM2_ssp585_r1i1p1f1_192_000.nc\n2019-11-08T07:27:00Z ; CMOR rewrote data to be consistent with CMIP6, CF-1.7 CMIP-6.2 and CF standards.
# psl [Pa] Sea Level Pressure
 1850.0000  -24.6562    
 1850.0834  -28.0312    
 1850.1666  -31.7656    
 1850.2500  -21.5938    
 1850.3334  -10.1172    
 1850.4166  -20.1719    
 1850.5000  -29.0312    
 1850.5834  -36.7656    
 1850.6666  -31.4844    
 1850.7500  -21.2344    
 1850.8334  -34.7656    
 1850.9166  -44.4922    
 1851.0000  -28.8594    
 1851.0834  -49.9297    
 1851.1666  -31.1641    
 1851.2500  -15.6953    
 1851.3334  -16.1172    
 1851.4166  -22.0703    
 1851.5000  -31.9375    
 1851.5834  -37.6641    
 1851.6666  -27.0859    
 1851.7500  -27.9297    
 1851.8334  -17.4688    
 1851.9166  -15.9922    
 1852.0000  -34.1562    
 1852.0834  -19.9297    
 1852.1666  -14.3672    
 1852.2500  -14.4922    
 1852.3334  -17.7188    
 1852.4166  -29.3750    
 1852.5000  -38.5312    
 1852.5834  -36.9688    
 1852.6666  -21.2891    
 1852.7500  -20.8359    
 1852.8334  -22.1641    
 1852.9166  -43.4922    
 1853.0000  -27.6562    
 1853.0834  -27.0312    
 1853.1666  -22.6641    
 1853.2500  -8.59375    
 1853.3334  -14.4141    
 1853.4166  -27.2734    
 1853.5000  -30.3359    
 1853.5834  -33.4688    
 1853.6666  -29.9844    
 1853.7500  -32.7344    
 1853.8334  -28.8672    
 1853.9166  -23.9922    
 1854.0000  -37.8594    
 1854.0834  -31.2266    
 1854.1666  -18.6641    
 1854.2500  -14.7891    
 1854.3334  -17.4141    
 1854.4166  -23.7734    
 1854.5000  -27.4375    
 1854.5834  -34.2656    
 1854.6666  -17.2891    
 1854.7500  -36.4297    
 1854.8334  -21.9688    
 1854.9166  -17.6875    
 1855.0000  -16.3594    
 1855.0834  -8.53125    
 1855.1666  -21.1641    
 1855.2500  -15.6953    
 1855.3334  -21.3203    
 1855.4166  -28.1719    
 1855.5000  -32.5312    
 1855.5834  -29.3672    
 1855.6666  -20.2891    
 1855.7500  -15.9297    
 1855.8334  -30.7656    
 1855.9166  -43.5859    
 1856.0000  -38.7578    
 1856.0834  -41.9297    
 1856.1666  -18.0625    
 1856.2500  -23.3906    
 1856.3334  -24.4141    
 1856.4166  -17.3750    
 1856.5000  -32.5312    
 1856.5834  -30.9688    
 1856.6666  -35.8906    
 1856.7500  -27.3359    
 1856.8334  -30.8672    
 1856.9166  -30.5859    
 1857.0000  -27.9609    
 1857.0834  -29.6250    
 1857.1666  -6.26562    
 1857.2500  -29.3906    
 1857.3334  -6.11719    
 1857.4166  -16.1719    
 1857.5000  -34.0312    
 1857.5834  -29.9688    
 1857.6666  -22.1875    
 1857.7500  -40.6328    
 1857.8334  -29.8672    
 1857.9166  -28.3906    
 1858.0000  -30.9609    
 1858.0834  -15.6250    
 1858.1666  -16.9688    
 1858.2500  -14.2891    
 1858.3334  -18.6172    
 1858.4166  -24.6719    
 1858.5000  -25.1328    
 1858.5834  -26.1641    
 1858.6666  -22.1875    
 1858.7500  -41.3359    
 1858.8334  -34.2656    
 1858.9166  -19.4922    
 1859.0000  -29.2578    
 1859.0834  -28.6250    
 1859.1666  -18.3672    
 1859.2500  -11.8906    
 1859.3334  -15.2188    
 1859.4166  -29.9766    
 1859.5000  -36.0312    
 1859.5834  -38.4688    
 1859.6666  -23.8906    
 1859.7500  -13.7344    
 1859.8334  -22.2656    
 1859.9166  -44.9922    
 1860.0000  -22.3594    
 1860.0834  -29.4297    
 1860.1666  -35.1641    
 1860.2500  -32.3906    
 1860.3334  -25.1172    
 1860.4166  -31.1719    
 1860.5000  -35.7344    
 1860.5834  -27.0625    
 1860.6666  -28.8906    
 1860.7500  -30.0312    
 1860.8334  -34.2656    
 1860.9166  -34.5859    
 1861.0000  -46.0625    
 1861.0834  -44.6250    
 1861.1666  -26.1641    
 1861.2500  -11.3906    
 1861.3334  -17.0156    
 1861.4166  -28.7734    
 1861.5000  -37.6328    
 1861.5834  -24.9688    
 1861.6666  -21.2891    
 1861.7500  -32.4297    
 1861.8334  -26.5703    
 1861.9166  -27.2891    
 1862.0000  -34.4609    
 1862.0834  -33.1250    
 1862.1666  -29.8672    
 1862.2500  -15.9922    
 1862.3334  -24.9141    
 1862.4166  -29.8750    
 1862.5000  -34.4375    
 1862.5834  -33.9688    
 1862.6666  -27.2891    
 1862.7500  -23.2344    
 1862.8334  -37.5703    
 1862.9166  -37.9922    
 1863.0000  -47.1562    
 1863.0834  -42.3281    
 1863.1666  -16.5625    
 1863.2500  -21.3906    
 1863.3334  -26.9141    
 1863.4166  -23.5703    
 1863.5000  -33.4375    
 1863.5834  -34.0625    
 1863.6666  -37.1875    
 1863.7500  -30.5312    
 1863.8334  -27.7656    
 1863.9166  -48.7891    
 1864.0000  -32.1562    
 1864.0834  -45.1250    
 1864.1666  -33.1641    
 1864.2500  -18.8906    
 1864.3334  -19.2188    
 1864.4166  -28.0703    
 1864.5000  -19.9375    
 1864.5834  -19.4688    
 1864.6666  -27.0859    
 1864.7500  -24.6328    
 1864.8334  -2.86719    
 1864.9166  -5.49219    
 1865.0000  -16.7578    
 1865.0834  -17.9297    
 1865.1666  -2.36719    
 1865.2500  -9.78906    
 1865.3334  -10.4141    
 1865.4166  -26.7734    
 1865.5000  -27.3359    
 1865.5834  -26.1641    
 1865.6666  -24.2891    
 1865.7500  -11.2344    
 1865.8334  -23.4688    
 1865.9166  -35.4922    
 1866.0000  -29.5625    
 1866.0834  -5.32812    
 1866.1666  -11.3672    
 1866.2500  -20.7891    
 1866.3334  -14.0156    
 1866.4166  -26.3750    
 1866.5000  -29.4375    
 1866.5834  -24.3672    
 1866.6666  -26.2891    
 1866.7500  -19.9297    
 1866.8334  -20.6641    
 1866.9166  -24.7891    
 1867.0000  -33.5625    
 1867.0834  -39.4297    
 1867.1666  -29.0625    
 1867.2500  -27.9922    
 1867.3334  -24.3203    
 1867.4166  -28.1719    
 1867.5000  -41.8359    
 1867.5834  -37.6641    
 1867.6666  -35.4844    
 1867.7500  -29.6328    
 1867.8334  -37.5703    
 1867.9166  -50.5859    
 1868.0000  -48.5625    
 1868.0834  -36.3281    
 1868.1666  -21.0625    
 1868.2500  -21.4922    
 1868.3334  -17.3203    
 1868.4166  -34.2734    
 1868.5000  -41.4375    
 1868.5834  -34.8672    
 1868.6666  -23.9844    
 1868.7500  -20.2344    
 1868.8334  -17.8672    
 1868.9166  -18.0859    
 1869.0000  -27.8594    
 1869.0834  -20.2266    
 1869.1666  -31.5625    
 1869.2500  -8.49219    
 1869.3334  -21.5156    
 1869.4166  -22.1719    
 1869.5000  -32.3359    
 1869.5834  -29.1641    
 1869.6666  -18.7891    
 1869.7500  -31.5312    
 1869.8334  -25.6641    
 1869.9166  -26.8906    
 1870.0000  -39.0625    
 1870.0834  -55.0312    
 1870.1666  -29.2656    
 1870.2500  -19.6953    
 1870.3334  -25.9141    
 1870.4166  -25.5703    
 1870.5000  -33.8359    
 1870.5834  -28.8672    
 1870.6666  -24.8906    
 1870.7500  -29.6328    
 1870.8334  -27.0703    
 1870.9166  -33.4922    
 1871.0000  -18.4609    
 1871.0834  -11.2266    
 1871.1666  -18.6641    
 1871.2500  -14.6953    
 1871.3334  -9.71875    
 1871.4166  -17.8750    
 1871.5000  -26.8359    
 1871.5834  -26.2656    
 1871.6666  -16.7891    
 1871.7500  -13.5312    
 1871.8334  -7.57031    
 1871.9166  -14.2891    
 1872.0000  -25.2578    
 1872.0834  -12.8281    
 1872.1666  -22.1641    
 1872.2500  -13.7891    
 1872.3334  -14.0156    
 1872.4166  -29.3750    
 1872.5000  -35.0312    
 1872.5834  -39.5625    
 1872.6666  -28.3906    
 1872.7500  -15.1328    
 1872.8334  -48.6641    
